Transaction_ID,Payment,Order_Date,Payment_Method
POS39678,907,03-09-2024,Credit Card
POS39679,1090,31-01-2025,Credit Card
POS39680,2180,20-09-2025,Cash
POS39681,725,05-08-2025,Credit Card
POS39682,1103,21-01-2024,Alipay
POS39683,1845,28-06-2025,Credit Card
POS39684,2542,30-07-2024,Alipay
POS39685,1407,30-07-2024,WeChat Pay
POS39686,1712,14-06-2025,Cash
POS39687,1128,16-03-2024,Cash
POS39688,265,06-03-2024,WeChat Pay
POS39689,1660,11-05-2024,WeChat Pay
POS39690,2735,03-08-2025,Credit Card
POS39691,2421,02-03-2024,Credit Card
POS39692,2514,11-09-2024,Alipay
POS39693,1649,30-03-2025,WeChat Pay
POS39694,2649,05-05-2025,Alipay
POS39695,1514,01-08-2025,WeChat Pay
POS39696,1495,13-06-2025,WeChat Pay
POS39697,2054,20-07-2024,Cash
POS39698,2105,26-04-2025,Alipay
POS39699,39,02-07-2024,Alipay
POS39700,1133,20-02-2024,Credit Card
POS39701,2537,21-08-2024,Alipay
POS39702,2529,24-01-2025,Alipay
POS39703,1814,23-02-2024,Alipay
POS39704,880,16-07-2025,WeChat Pay
POS39705,2055,20-07-2024,Cash
POS39706,1093,01-12-2025,Alipay
POS39707,1527,09-06-2024,Cash
POS39708,1995,25-04-2024,Cash
POS39709,127,30-04-2025,Credit Card
POS39710,1327,01-08-2024,WeChat Pay
POS39711,2284,15-03-2025,Alipay
POS39712,416,16-03-2025,WeChat Pay
POS39713,331,18-12-2025,Alipay
POS39714,2597,14-02-2025,Credit Card
POS39715,838,23-01-2025,WeChat Pay
POS39716,284,04-02-2024,WeChat Pay
POS39717,813,29-12-2025,Cash
POS39718,1937,26-03-2025,Cash
POS39719,1904,15-11-2025,WeChat Pay
POS39720,2502,02-10-2024,WeChat Pay
POS39721,1248,13-09-2024,Credit Card
POS39722,129,28-02-2025,Cash
POS39723,1799,14-06-2024,Alipay
POS39724,2041,19-08-2025,Alipay
POS39725,1277,22-01-2024,Alipay
POS39726,2066,13-11-2024,Credit Card
POS39727,1029,11-05-2024,Credit Card
POS39728,457,02-01-2024,Alipay
POS39729,1927,04-10-2025,WeChat Pay
POS39730,294,22-09-2024,Alipay
POS39731,638,24-05-2024,WeChat Pay
POS39732,655,27-06-2024,WeChat Pay
POS39733,418,01-09-2025,Credit Card
POS39734,178,14-03-2025,Cash
POS39735,1280,05-09-2024,Alipay
POS39736,549,15-06-2025,Alipay
POS39737,1320,03-08-2025,Alipay
POS39738,586,29-08-2024,Credit Card
POS39739,437,20-07-2025,Alipay
POS39740,1820,30-12-2024,Credit Card
POS39741,1374,12-11-2025,Cash
POS39742,134,16-12-2024,Alipay
POS39743,807,07-10-2025,Alipay
POS39744,2511,02-11-2025,Alipay
POS39745,710,02-04-2025,Cash
POS39746,1030,27-03-2025,Cash
POS39747,2615,02-06-2024,Alipay
POS39748,1013,03-11-2024,Credit Card
POS39749,556,24-07-2024,Credit Card
POS39750,2050,09-08-2024,WeChat Pay
POS39751,1316,03-09-2024,WeChat Pay
POS39752,2455,19-05-2025,Credit Card
POS39753,917,08-12-2025,Cash
POS39754,1688,24-04-2024,Cash
POS39755,111,17-12-2024,Cash
POS39756,1891,10-10-2025,Alipay
POS39757,1768,01-03-2025,Cash
POS39758,1794,31-12-2025,WeChat Pay
POS39759,2464,13-07-2024,Cash
POS39760,602,30-08-2024,WeChat Pay
POS39761,2207,02-07-2024,Credit Card
POS39762,2201,18-09-2025,Alipay
POS39763,2901,18-02-2025,Cash
POS39764,1641,12-10-2025,WeChat Pay
POS39765,1921,13-08-2025,Credit Card
POS39766,1906,20-12-2024,WeChat Pay
POS39767,2892,22-07-2024,Alipay
POS39768,1279,21-11-2024,Alipay
POS39769,2918,12-11-2024,WeChat Pay
POS39770,1643,05-12-2025,Alipay
POS39771,2230,26-09-2025,WeChat Pay
POS39772,2328,16-04-2025,WeChat Pay
POS39773,1755,08-07-2025,WeChat Pay
POS39774,1386,04-02-2024,WeChat Pay
POS39775,1828,01-04-2024,Alipay
POS39776,2719,15-05-2024,Credit Card
POS39777,2611,06-04-2024,Credit Card
POS39778,1533,21-01-2025,WeChat Pay
POS39779,1249,24-09-2025,WeChat Pay
POS39780,1320,29-08-2025,Alipay
POS39781,735,12-10-2024,Cash
POS39782,2425,25-12-2024,Cash
POS39783,1054,12-08-2024,Credit Card
POS39784,1888,04-09-2025,WeChat Pay
POS39785,1525,15-06-2024,Credit Card
POS39786,1953,22-03-2025,Cash
POS39787,1478,04-04-2024,Cash
POS39788,1914,27-02-2025,Cash
POS39789,1231,26-04-2024,Alipay
POS39790,1256,15-09-2025,Alipay
POS39791,1287,29-10-2024,Alipay
POS39792,218,03-05-2024,Cash
POS39793,1560,07-07-2025,Credit Card
POS39794,253,05-03-2024,Cash
POS39795,1831,28-05-2024,WeChat Pay
POS39796,1823,27-07-2025,Alipay
POS39797,20,05-12-2024,Alipay
POS39798,1173,27-01-2024,Cash
POS39799,952,16-02-2025,Credit Card
POS39800,112,08-05-2025,Credit Card
POS39801,597,14-01-2024,Alipay
POS39802,2876,22-10-2025,Credit Card
POS39803,1837,18-08-2025,Alipay
POS39804,673,27-12-2025,Cash
POS39805,1562,02-01-2025,WeChat Pay
POS39806,1455,13-08-2024,Alipay
POS39807,384,20-09-2025,Alipay
POS39808,1202,26-05-2024,WeChat Pay
POS39809,2013,23-05-2024,Cash
POS39810,2625,10-09-2024,WeChat Pay
POS39811,2689,24-01-2024,Cash
POS39812,2153,27-02-2024,Alipay
POS39813,2732,14-06-2024,WeChat Pay
POS39814,326,05-09-2025,Cash
POS39815,2374,10-07-2024,WeChat Pay
POS39816,761,24-09-2025,Credit Card
POS39817,2615,10-03-2025,WeChat Pay
POS39818,2809,13-12-2024,WeChat Pay
POS39819,731,02-05-2024,WeChat Pay
POS39820,512,02-11-2025,Cash
POS39821,644,09-05-2025,Cash
POS39822,2766,07-10-2024,WeChat Pay
POS39823,2647,20-12-2024,Alipay
POS39824,2834,23-01-2024,Alipay
POS39825,1197,23-06-2025,WeChat Pay
POS39826,118,30-12-2025,WeChat Pay
POS39827,1999,25-11-2024,WeChat Pay
POS39828,1710,03-10-2024,Alipay
POS39829,2317,08-02-2025,Cash
POS39830,2245,01-05-2024,WeChat Pay
POS39831,1053,23-02-2025,WeChat Pay
POS39832,2528,08-11-2025,WeChat Pay
POS39833,2723,23-11-2025,Credit Card
POS39834,2748,16-01-2025,Cash
POS39835,890,15-03-2024,Alipay
POS39836,1379,15-09-2024,Credit Card
POS39837,1086,17-10-2025,WeChat Pay
POS39838,2533,28-03-2024,Alipay
POS39839,2423,13-11-2025,WeChat Pay
POS39840,2225,05-12-2024,WeChat Pay
POS39841,1491,13-05-2025,Alipay
POS39842,2605,28-10-2024,Alipay
POS39843,1016,14-12-2025,Cash
POS39844,2708,17-01-2024,Cash
POS39845,1273,16-01-2024,WeChat Pay
POS39846,1753,02-03-2024,Cash
POS39847,2131,22-08-2024,WeChat Pay
POS39848,2369,25-07-2025,WeChat Pay
POS39849,1634,28-09-2025,Cash
POS39850,1083,07-11-2025,Alipay
POS39851,2479,19-09-2025,Cash
POS39852,965,07-12-2025,Credit Card
POS39853,2713,30-10-2024,Credit Card
POS39854,2575,05-04-2024,Credit Card
POS39855,2396,21-02-2024,Cash
POS39856,960,15-04-2024,Alipay
POS39857,596,04-09-2025,WeChat Pay
POS39858,1204,27-02-2025,Cash
POS39859,59,18-01-2025,WeChat Pay
POS39860,562,19-02-2024,WeChat Pay
POS39861,2171,11-09-2024,Cash
POS39862,2763,30-10-2025,Alipay
POS39863,921,18-12-2025,WeChat Pay
POS39864,1416,25-09-2025,Credit Card
POS39865,1943,16-04-2024,Credit Card
POS39866,3000,05-04-2024,Credit Card
POS39867,2858,16-07-2024,Credit Card
POS39868,1808,09-03-2024,WeChat Pay
POS39869,1956,04-06-2025,Credit Card
POS39870,1932,02-01-2025,Cash
POS39871,2331,18-12-2025,WeChat Pay
POS39872,851,21-03-2025,WeChat Pay
POS39873,1329,15-02-2024,WeChat Pay
POS39874,1309,09-06-2025,Credit Card
POS39875,2777,06-09-2025,Credit Card
POS39876,993,09-01-2025,WeChat Pay
POS39877,876,09-08-2025,Cash
POS39878,2538,14-08-2024,Cash
POS39879,2026,28-09-2025,Credit Card
POS39880,917,21-09-2024,Alipay
POS39881,1405,26-11-2025,WeChat Pay
POS39882,116,22-09-2025,Credit Card
POS39883,845,27-04-2024,Credit Card
POS39884,1603,06-06-2025,WeChat Pay
POS39885,756,22-01-2025,Alipay
POS39886,91,18-10-2024,Cash
POS39887,630,10-12-2025,Cash
POS39888,1333,10-12-2024,Credit Card
POS39889,2271,11-07-2024,WeChat Pay
POS39890,941,10-03-2025,Credit Card
POS39891,1486,21-08-2025,Credit Card
POS39892,764,27-07-2024,Cash
POS39893,894,11-04-2025,Alipay
POS39894,1947,02-06-2024,Alipay
POS39895,2714,11-03-2024,Cash
POS39896,540,25-09-2024,Cash
POS39897,1543,21-04-2025,Alipay
POS39898,2613,06-11-2025,Credit Card
POS39899,777,13-06-2025,Cash
POS39900,1536,28-01-2025,WeChat Pay
POS39901,935,10-01-2025,Credit Card
POS39902,621,16-03-2025,Alipay
POS39903,2818,30-11-2025,Credit Card
POS39904,489,26-04-2025,Alipay
POS39905,1324,26-01-2025,Cash
POS39906,1061,15-02-2024,Credit Card
POS39907,1191,10-01-2025,Alipay
POS39908,2859,17-09-2024,Cash
POS39909,1462,16-07-2025,WeChat Pay
POS39910,389,25-04-2025,Credit Card
POS39911,1143,30-12-2024,Cash
POS39912,98,23-05-2025,Alipay
POS39913,1932,19-03-2025,WeChat Pay
POS39914,2544,02-02-2024,WeChat Pay
POS39915,397,11-02-2025,WeChat Pay
POS39916,206,23-03-2025,Credit Card
POS39917,842,05-08-2024,WeChat Pay
POS39918,2918,19-05-2025,Cash
POS39919,453,11-09-2025,WeChat Pay
POS39920,692,01-08-2024,Cash
POS39921,1411,04-05-2025,Alipay
POS39922,1143,01-10-2025,Cash
POS39923,639,28-01-2024,WeChat Pay
POS39924,2302,14-06-2024,Credit Card
POS39925,570,13-11-2025,Credit Card
POS39926,1927,16-12-2024,Alipay
POS39927,1987,08-01-2024,Alipay
POS39928,272,26-04-2025,Alipay
POS39929,2798,29-12-2024,WeChat Pay
POS39930,456,13-01-2025,WeChat Pay
POS39931,311,21-07-2024,Credit Card
POS39932,2302,24-04-2025,Cash
POS39933,1962,07-01-2025,Cash
POS39934,426,22-04-2024,Cash
POS39935,243,30-12-2025,Credit Card
POS39936,1592,09-02-2025,Credit Card
POS39937,2169,14-10-2024,WeChat Pay
POS39938,36,09-08-2024,Cash
POS39939,373,05-07-2025,Alipay
POS39940,244,08-12-2024,Cash
POS39941,747,25-02-2025,Alipay
POS39942,2726,12-07-2025,WeChat Pay
POS39943,1128,26-07-2025,Alipay
POS39944,2885,04-03-2025,Credit Card
POS39945,2996,26-11-2025,Alipay
POS39946,180,03-05-2025,Alipay
POS39947,2632,01-10-2024,WeChat Pay
POS39948,783,07-02-2025,Alipay
POS39949,2760,20-08-2024,Cash
POS39950,2268,14-03-2024,Cash
POS39951,466,20-05-2025,Alipay
POS39952,775,18-10-2024,Cash
POS39953,1471,01-02-2024,WeChat Pay
POS39954,1833,24-10-2025,Alipay
POS39955,2656,10-07-2024,Alipay
POS39956,2414,24-01-2025,Alipay
POS39957,839,16-12-2024,Credit Card
POS39958,2326,14-07-2025,WeChat Pay
POS39959,74,15-10-2025,Cash
POS39960,1516,15-09-2025,Alipay
POS39961,1545,26-03-2024,Credit Card
POS39962,2405,19-02-2025,Cash
POS39963,1988,05-08-2024,Cash
POS39964,2476,25-11-2024,WeChat Pay
POS39965,1558,06-07-2024,Cash
POS39966,720,10-03-2024,WeChat Pay
POS39967,1203,06-01-2025,WeChat Pay
POS39968,515,24-03-2025,WeChat Pay
POS39969,314,24-05-2024,Alipay
POS39970,2556,30-12-2025,Credit Card
POS39971,982,12-08-2025,Credit Card
POS39972,845,07-08-2024,Alipay
POS39973,539,27-11-2025,WeChat Pay
POS39974,2615,31-05-2024,Cash
POS39975,1130,23-03-2024,Alipay
POS39976,632,03-04-2025,Alipay
POS39977,1135,16-02-2024,WeChat Pay
POS39978,2708,12-09-2024,WeChat Pay
POS39979,1867,10-10-2025,Credit Card
POS39980,2123,01-06-2024,WeChat Pay
POS39981,2596,20-01-2025,Credit Card
POS39982,215,11-04-2025,Alipay
POS39983,2258,29-04-2025,WeChat Pay
POS39984,1806,02-05-2024,Cash
POS39985,2177,21-06-2025,WeChat Pay
POS39986,2498,27-05-2024,WeChat Pay
POS39987,880,25-01-2025,WeChat Pay
POS39988,2571,29-08-2024,Alipay
POS39989,2639,04-09-2025,Credit Card
POS39990,1652,29-08-2025,Credit Card
POS39991,443,30-09-2025,WeChat Pay
POS39992,406,09-04-2025,WeChat Pay
POS39993,2613,16-06-2024,Cash
POS39994,1594,13-08-2025,Alipay
POS39995,1592,23-03-2025,Alipay
POS39996,1262,18-07-2024,Cash
POS39997,1275,22-07-2025,Cash
POS39998,1427,18-12-2024,Credit Card
POS39999,1975,12-03-2025,Credit Card
POS40000,2293,06-03-2025,Credit Card
POS40001,1023,27-11-2025,Credit Card
POS40002,973,17-07-2025,WeChat Pay
POS40003,2747,15-07-2024,Alipay
POS40004,114,28-03-2025,Credit Card
POS40005,96,01-05-2024,Cash
POS40006,1184,27-09-2025,Credit Card
POS40007,2574,05-10-2025,WeChat Pay
POS40008,2729,20-11-2024,WeChat Pay
POS40009,1267,18-10-2024,WeChat Pay
POS40010,66,07-06-2025,Cash
POS40011,2412,11-05-2024,Credit Card
POS40012,2846,16-05-2025,WeChat Pay
POS40013,1570,26-09-2025,Credit Card
POS40014,877,17-07-2024,Credit Card
POS40015,2561,29-01-2025,Alipay
POS40016,948,09-11-2025,Credit Card
POS40017,1898,12-02-2024,Credit Card
POS40018,766,30-03-2025,Credit Card
POS40019,2742,11-07-2025,Alipay
POS40020,1498,09-01-2025,Cash
POS40021,1297,30-11-2025,Alipay
POS40022,2453,02-04-2025,Credit Card
POS40023,1405,24-01-2024,Credit Card
POS40024,754,22-08-2025,Cash
POS40025,261,11-06-2024,Alipay
POS40026,993,16-03-2025,Cash
POS40027,1052,25-06-2025,Credit Card
POS40028,251,23-12-2025,WeChat Pay
POS40029,1049,23-05-2024,WeChat Pay
POS40030,2556,04-05-2025,WeChat Pay
POS40031,340,03-10-2024,Alipay
POS40032,1748,20-05-2024,Credit Card
POS40033,1014,29-12-2025,Alipay
POS40034,2421,14-03-2025,Credit Card
POS40035,478,19-02-2025,Alipay
POS40036,1509,09-04-2025,Alipay
POS40037,277,24-09-2025,Alipay
POS40038,528,14-06-2024,WeChat Pay
POS40039,1986,22-03-2025,WeChat Pay
POS40040,539,01-03-2025,Credit Card
POS40041,1034,18-08-2024,Alipay
POS40042,2269,01-02-2024,Cash
POS40043,2789,17-12-2025,Cash
POS40044,2275,16-07-2024,WeChat Pay
POS40045,63,19-12-2024,Cash
POS40046,2176,05-12-2024,Alipay
POS40047,2015,17-08-2024,Alipay
POS40048,2548,01-03-2024,WeChat Pay
POS40049,2164,03-01-2024,Cash
POS40050,2465,26-07-2024,WeChat Pay
POS40051,876,03-06-2025,Cash
POS40052,1311,19-11-2024,Credit Card
POS40053,758,01-10-2025,Cash
POS40054,2027,14-03-2024,Credit Card
POS40055,2600,03-10-2024,Alipay
POS40056,236,18-05-2025,Alipay
POS40057,487,11-10-2025,Cash
POS40058,182,24-11-2025,Alipay
POS40059,2357,13-03-2024,Credit Card
POS40060,543,31-10-2024,Alipay
POS40061,2724,13-09-2025,WeChat Pay
POS40062,697,12-02-2024,Cash
POS40063,1571,28-12-2024,WeChat Pay
POS40064,1084,25-10-2025,WeChat Pay
POS40065,619,11-07-2024,Alipay
POS40066,1141,08-04-2025,Credit Card
POS40067,1904,10-04-2025,Cash
POS40068,1110,05-08-2024,Credit Card
POS40069,104,10-09-2024,Credit Card
POS40070,981,25-12-2024,Credit Card
POS40071,1186,26-05-2025,Cash
POS40072,511,06-06-2024,WeChat Pay
POS40073,452,26-06-2024,WeChat Pay
POS40074,1552,01-05-2024,Alipay
POS40075,214,27-09-2024,WeChat Pay
POS40076,2242,14-08-2025,WeChat Pay
POS40077,1851,02-05-2025,Alipay
POS40078,153,04-12-2025,WeChat Pay
POS40079,2243,05-05-2024,WeChat Pay
POS40080,870,09-09-2025,Cash
POS40081,2855,26-11-2025,WeChat Pay
POS40082,442,14-09-2025,Cash
POS40083,2888,06-07-2024,Alipay
POS40084,1174,25-04-2024,Credit Card
POS40085,3000,17-09-2025,Credit Card
POS40086,1328,11-07-2025,WeChat Pay
POS40087,784,03-10-2024,Alipay
POS40088,740,21-12-2025,Cash
POS40089,2451,15-01-2024,Credit Card
POS40090,2276,16-06-2025,Alipay
POS40091,1252,25-10-2024,WeChat Pay
POS40092,1229,05-06-2025,Credit Card
POS40093,2162,12-08-2024,Alipay
POS40094,1837,30-01-2025,WeChat Pay
POS40095,2281,18-12-2025,Alipay
POS40096,767,12-09-2024,WeChat Pay
POS40097,2313,23-05-2025,Credit Card
POS40098,753,20-03-2025,Cash
POS40099,2307,28-01-2025,Alipay
POS40100,1485,17-07-2025,Cash
POS40101,1663,03-08-2024,Alipay
POS40102,1991,04-07-2024,Credit Card
POS40103,604,06-03-2025,Cash
POS40104,985,10-07-2025,WeChat Pay
POS40105,2340,20-05-2025,WeChat Pay
POS40106,666,08-11-2024,WeChat Pay
POS40107,1883,25-02-2024,Cash
POS40108,224,11-11-2024,Alipay
POS40109,2414,24-04-2024,WeChat Pay
POS40110,943,23-05-2025,Credit Card
POS40111,2128,01-01-2024,Cash
POS40112,762,15-10-2024,Alipay
POS40113,2966,11-01-2025,Cash
POS40114,1729,20-10-2025,Cash
POS40115,622,04-10-2025,Cash
POS40116,1233,04-05-2025,WeChat Pay
POS40117,1655,09-04-2024,Cash
POS40118,1027,13-03-2024,Alipay
POS40119,2726,19-07-2025,Alipay
POS40120,1917,01-08-2024,Alipay
POS40121,931,16-06-2024,Credit Card
POS40122,647,19-03-2025,Cash
POS40123,2052,18-11-2024,Cash
POS40124,1228,09-09-2025,WeChat Pay
POS40125,360,08-09-2024,Alipay
POS40126,1500,02-04-2025,Alipay
POS40127,2839,14-09-2025,Alipay
POS40128,24,25-07-2024,Cash
POS40129,2731,08-09-2025,WeChat Pay
POS40130,1195,02-11-2025,Credit Card
POS40131,673,03-06-2024,Alipay
POS40132,1518,13-01-2025,Credit Card
POS40133,236,02-08-2024,Cash
POS40134,1258,04-02-2025,Credit Card
POS40135,728,30-04-2024,Credit Card
POS40136,1889,27-02-2025,WeChat Pay
POS40137,2596,27-06-2024,WeChat Pay
POS40138,547,04-08-2024,Credit Card
POS40139,1108,02-08-2025,Cash
POS40140,2921,09-11-2024,WeChat Pay
POS40141,1577,05-05-2025,Cash
POS40142,730,24-12-2024,Credit Card
POS40143,2929,08-03-2025,Cash
POS40144,379,18-09-2025,Credit Card
POS40145,2730,08-07-2025,WeChat Pay
POS40146,179,17-02-2025,Alipay
POS40147,2790,20-01-2024,WeChat Pay
POS40148,1138,19-07-2025,Alipay
POS40149,619,04-04-2025,Cash
POS40150,525,02-07-2025,Cash
POS40151,925,05-10-2025,Cash
POS40152,496,28-03-2024,Alipay
POS40153,1559,05-08-2025,Cash
POS40154,339,19-02-2024,WeChat Pay
POS40155,947,16-06-2024,Alipay
POS40156,1110,27-06-2025,WeChat Pay
POS40157,2829,23-09-2025,Cash
POS40158,2099,13-10-2025,WeChat Pay
POS40159,1637,10-02-2024,Alipay
POS40160,2360,14-06-2024,Alipay
POS40161,251,17-01-2025,WeChat Pay
POS40162,284,12-05-2025,Credit Card
POS40163,759,12-06-2024,Credit Card
POS40164,372,07-07-2024,Cash
POS40165,417,18-09-2025,Credit Card
POS40166,1346,29-04-2024,WeChat Pay
POS40167,388,19-03-2024,WeChat Pay
POS40168,1356,06-02-2025,WeChat Pay
POS40169,173,11-05-2024,Credit Card
POS40170,1539,29-09-2025,Cash
POS40171,1542,12-04-2025,Credit Card
POS40172,1331,16-07-2025,Cash
POS40173,1754,23-12-2025,WeChat Pay
POS40174,223,15-10-2025,Alipay
POS40175,2913,24-11-2025,Alipay
POS40176,2497,03-11-2025,WeChat Pay
POS40177,2217,13-07-2024,Alipay
POS40178,1320,11-07-2024,Cash
POS40179,2321,19-10-2024,Credit Card
POS40180,762,26-12-2024,Cash
POS40181,1080,30-08-2025,Cash
POS40182,1782,23-10-2025,Cash
POS40183,1648,19-01-2025,Alipay
POS40184,969,14-05-2025,WeChat Pay
POS40185,2199,18-05-2024,Cash
POS40186,1884,07-09-2024,Alipay
POS40187,2412,28-11-2025,WeChat Pay
POS40188,2830,15-08-2024,Cash
POS40189,483,17-06-2024,Cash
POS40190,1643,20-03-2024,Cash
POS40191,2887,02-05-2025,Alipay
POS40192,2895,19-02-2024,Cash
POS40193,2699,09-04-2024,Credit Card
POS40194,217,24-06-2024,Cash
POS40195,2496,11-09-2024,Credit Card
POS40196,202,28-09-2025,Credit Card
POS40197,2234,27-12-2025,Alipay
POS40198,759,22-08-2025,Credit Card
POS40199,1810,12-05-2024,Alipay
POS40200,151,13-01-2024,Credit Card
POS40201,110,17-07-2025,Cash
POS40202,204,19-11-2024,Credit Card
POS40203,1708,03-06-2025,WeChat Pay
POS40204,1868,26-05-2025,Alipay
POS40205,2628,18-05-2025,Credit Card
POS40206,938,09-01-2025,Credit Card
POS40207,513,03-07-2024,Cash
POS40208,1001,04-07-2025,Credit Card
POS40209,1676,17-06-2024,WeChat Pay
POS40210,2117,12-12-2025,Credit Card
POS40211,623,12-03-2025,Alipay
POS40212,1807,02-06-2024,Alipay
POS40213,568,23-07-2025,Credit Card
POS40214,170,10-03-2024,WeChat Pay
POS40215,612,22-04-2025,WeChat Pay
POS40216,213,01-04-2024,WeChat Pay
POS40217,2473,16-11-2025,Alipay
POS40218,1294,14-09-2024,WeChat Pay
POS40219,2783,08-03-2025,Credit Card
POS40220,1748,15-04-2025,Credit Card
POS40221,2526,17-09-2025,Credit Card
POS40222,1394,18-07-2024,Credit Card
POS40223,39,17-03-2024,Credit Card
POS40224,357,06-03-2025,WeChat Pay
POS40225,837,23-04-2024,WeChat Pay
POS40226,1424,10-07-2025,Cash
POS40227,2583,04-06-2024,Credit Card
POS40228,1804,28-01-2024,Alipay
POS40229,1605,26-12-2025,Cash
POS40230,2238,24-02-2025,WeChat Pay
POS40231,753,26-07-2024,Cash
POS40232,2447,21-08-2024,Credit Card
POS40233,214,10-12-2024,Cash
POS40234,1189,15-03-2025,WeChat Pay
POS40235,1735,26-11-2024,WeChat Pay
POS40236,2175,25-05-2024,Alipay
POS40237,1738,05-11-2024,Alipay
POS40238,2898,13-09-2025,Alipay
POS40239,2257,27-12-2024,Cash
POS40240,1523,15-06-2024,Alipay
POS40241,699,02-04-2024,Cash
POS40242,2933,05-11-2024,WeChat Pay
POS40243,88,27-04-2025,Credit Card
POS40244,2752,17-05-2024,WeChat Pay
POS40245,2830,26-05-2025,Alipay
POS40246,1936,24-08-2025,Alipay
POS40247,48,08-12-2025,WeChat Pay
POS40248,911,28-01-2024,Cash
POS40249,725,27-02-2025,Alipay
POS40250,486,13-09-2025,Alipay
POS40251,2546,14-08-2024,Credit Card
POS40252,195,01-08-2025,Alipay
POS40253,965,24-12-2025,WeChat Pay
POS40254,1835,30-08-2024,Cash
POS40255,363,16-07-2024,Cash
POS40256,2165,13-06-2024,Credit Card
POS40257,2210,27-03-2025,WeChat Pay
POS40258,2734,14-07-2025,Alipay
POS40259,2404,20-11-2025,Credit Card
POS40260,833,21-12-2024,WeChat Pay
POS40261,1756,03-01-2024,Cash
POS40262,2209,22-05-2024,Credit Card
POS40263,1899,24-05-2025,Credit Card
POS40264,1110,21-04-2025,Cash
POS40265,2227,10-12-2024,Credit Card
POS40266,421,30-04-2025,Cash
POS40267,2817,30-06-2024,Alipay
POS40268,872,28-02-2025,WeChat Pay
POS40269,513,05-04-2024,Credit Card
POS40270,2567,31-12-2024,Cash
POS40271,2365,25-12-2024,Alipay
POS40272,1221,18-08-2024,Cash
POS40273,1266,25-08-2025,WeChat Pay
POS40274,1164,10-02-2025,Credit Card
POS40275,196,17-10-2025,Credit Card
POS40276,140,21-04-2025,WeChat Pay
POS40277,1981,27-04-2024,Alipay
POS40278,1581,01-06-2025,WeChat Pay
POS40279,1044,15-03-2024,WeChat Pay
POS40280,357,02-03-2025,Cash
POS40281,2983,03-08-2024,Alipay
POS40282,2858,01-03-2024,Alipay
POS40283,688,05-06-2024,Cash
POS40284,673,13-03-2024,Alipay
POS40285,2220,02-05-2024,Alipay
POS40286,1651,31-07-2024,Cash
POS40287,2430,15-10-2024,WeChat Pay
POS40288,2104,14-05-2024,Alipay
POS40289,2158,18-05-2024,Credit Card
POS40290,1282,27-11-2025,Credit Card
POS40291,425,07-03-2025,Alipay
POS40292,707,27-09-2024,Credit Card
POS40293,1449,17-02-2025,WeChat Pay
POS40294,2618,12-04-2025,WeChat Pay
POS40295,1971,02-08-2024,Cash
POS40296,2533,29-01-2025,WeChat Pay
POS40297,272,10-01-2025,Cash
POS40298,948,25-03-2024,Credit Card
POS40299,1359,14-05-2024,Cash
POS40300,425,06-04-2024,Cash
POS40301,898,10-02-2024,Alipay
POS40302,1081,19-09-2024,Alipay
POS40303,649,10-01-2024,Cash
POS40304,1070,03-06-2025,Alipay
POS40305,183,08-11-2025,WeChat Pay
POS40306,861,27-07-2024,Cash
POS40307,2674,19-10-2025,Alipay
POS40308,2580,04-07-2025,Alipay
POS40309,2080,12-02-2024,Alipay
POS40310,1699,28-06-2024,Cash
POS40311,1194,17-04-2024,WeChat Pay
POS40312,1557,12-09-2025,Credit Card
POS40313,2778,03-07-2024,Credit Card
POS40314,2712,23-07-2025,Credit Card
POS40315,806,13-12-2024,Credit Card
POS40316,1073,07-07-2024,Credit Card
POS40317,2035,22-03-2025,Alipay
POS40318,2066,22-01-2025,Cash
POS40319,2347,18-06-2024,Cash
POS40320,2216,28-01-2024,Credit Card
POS40321,192,07-11-2025,Credit Card
POS40322,1890,13-10-2025,WeChat Pay
POS40323,2891,21-05-2025,Cash
POS40324,1694,08-12-2025,Alipay
POS40325,623,27-11-2025,WeChat Pay
POS40326,820,15-10-2024,Cash
POS40327,378,01-07-2025,Alipay
POS40328,1519,25-03-2025,Credit Card
POS40329,565,16-01-2025,Credit Card
POS40330,443,26-05-2024,Alipay
POS40331,1300,04-03-2025,WeChat Pay
POS40332,1474,21-05-2024,WeChat Pay
POS40333,1504,11-03-2025,Credit Card
POS40334,2743,18-07-2025,Credit Card
POS40335,2699,07-09-2024,Cash
POS40336,1485,03-09-2025,Cash
POS40337,540,04-01-2024,Credit Card
POS40338,1008,03-05-2024,Credit Card
POS40339,893,20-11-2024,Cash
POS40340,2855,26-03-2025,WeChat Pay
POS40341,2294,12-01-2024,Credit Card
POS40342,2622,13-11-2025,WeChat Pay
POS40343,1748,16-10-2024,Credit Card
POS40344,43,18-08-2024,Cash
POS40345,1783,12-08-2024,WeChat Pay
POS40346,1287,04-11-2024,Credit Card
POS40347,1793,12-05-2025,Alipay
POS40348,1544,15-06-2024,Cash
POS40349,1514,31-10-2024,Alipay
POS40350,2913,15-03-2025,WeChat Pay
POS40351,197,16-03-2024,Credit Card
POS40352,2029,03-10-2025,Cash
POS40353,2568,23-05-2025,Cash
POS40354,1406,10-12-2025,Cash
POS40355,328,22-06-2025,Credit Card
POS40356,1695,02-10-2024,Cash
POS40357,970,02-02-2024,Credit Card
POS40358,614,05-02-2025,Cash
POS40359,1052,16-04-2024,WeChat Pay
POS40360,2597,10-12-2024,Credit Card
