OrderID,Customer_ID,Payment,Quantity,Category,Created_At
TB46116,C7808,1230,2,Clothing,2024/03/13
TB46117,C3981,378,5,Home,2024/10/26
TB46118,C5731,76,1,Books,2024/02/11
TB46119,C2870,1750,1,Toys,2025/04/01
TB46120,C1821,1851,2,Food,2025/07/28
TB46121,C5709,856,3,Clothing,2025/01/17
TB46122,C4499,1175,4,Food,2025/05/29
TB46123,C2466,590,5,Home,2024/03/08
TB46124,C2739,1949,2,Food,2025/12/26
TB46125,C5549,1186,1,Toys,2024/07/16
TB46126,C1771,1880,3,Clothing,2024/06/20
TB46127,C7877,1928,4,Home,2024/12/08
TB46128,C6576,328,4,Toys,2025/05/18
TB46129,C1947,1286,2,Home,2024/04/01
TB46130,C8260,1701,4,Electronics,2025/12/16
TB46131,C7894,63,3,Food,2025/12/08
TB46132,C2800,1884,4,Toys,2025/07/31
TB46133,C8274,891,5,Books,2025/04/20
TB46134,C1969,383,2,Home,2025/08/05
TB46135,C2805,737,4,Home,2025/01/11
TB46136,C3812,564,1,Home,2024/11/09
TB46137,C8615,1625,5,Food,2025/11/09
TB46138,C5768,1076,5,Toys,2025/12/10
TB46139,C7800,1369,5,Food,2024/12/21
TB46140,C8780,1474,3,Toys,2025/03/02
TB46141,C9066,946,2,Electronics,2024/09/16
TB46142,C2929,132,2,Home,2024/02/09
TB46143,C7957,1247,4,Toys,2025/02/05
TB46144,C5357,1369,1,Clothing,2025/09/10
TB46145,C6338,100,4,Books,2025/12/10
TB46146,C8621,1764,2,Clothing,2024/05/19
TB46147,C6780,327,5,Home,2024/10/18
TB46148,C2850,1248,5,Electronics,2024/07/23
TB46149,C1326,898,4,Books,2025/10/16
TB46150,C1103,1686,3,Electronics,2024/11/19
TB46151,C2235,377,5,Clothing,2024/09/02
TB46152,C1792,1471,5,Home,2024/01/03
TB46153,C4785,555,5,Food,2024/12/06
TB46154,C8463,1252,3,Clothing,2024/09/27
TB46155,C5110,1414,2,Toys,2024/09/02
TB46156,C3056,1634,1,Books,2024/08/21
TB46157,C3554,429,5,Electronics,2025/07/09
TB46158,C9070,1203,4,Home,2024/06/14
TB46159,C2294,1849,3,Electronics,2024/09/01
TB46160,C5384,451,2,Toys,2025/08/23
TB46161,C5795,1068,1,Clothing,2025/06/14
TB46162,C8204,1981,3,Toys,2025/02/16
TB46163,C2176,324,2,Food,2025/04/03
TB46164,C5319,1834,4,Toys,2024/03/24
TB46165,C2881,808,1,Toys,2025/08/18
TB46166,C5384,1274,2,Food,2025/06/16
TB46167,C3996,969,4,Electronics,2024/09/22
TB46168,C1882,580,2,Clothing,2025/03/09
TB46169,C1319,918,4,Electronics,2024/04/10
TB46170,C3388,1575,4,Clothing,2025/11/09
TB46171,C5188,1276,4,Toys,2024/01/24
TB46172,C1406,1364,1,Books,2025/07/14
TB46173,C5623,1483,1,Electronics,2024/07/11
TB46174,C7579,277,5,Toys,2024/01/20
TB46175,C4314,58,3,Food,2025/08/18
TB46176,C9005,1804,3,Clothing,2025/10/05
TB46177,C8477,1504,2,Clothing,2024/02/27
TB46178,C6107,1111,3,Books,2025/10/03
TB46179,C6462,1460,1,Clothing,2025/01/10
TB46180,C4828,1512,1,Books,2025/02/13
TB46181,C8655,149,1,Clothing,2025/06/25
TB46182,C1230,1511,3,Toys,2024/06/02
TB46183,C5592,1924,5,Toys,2024/06/13
TB46184,C3629,1702,5,Electronics,2025/03/04
TB46185,C3100,1420,1,Food,2025/06/18
TB46186,C9045,929,3,Food,2025/05/17
TB46187,C4909,310,4,Clothing,2025/12/06
TB46188,C3965,1614,1,Books,2025/12/13
TB46189,C3761,1773,3,Home,2024/02/12
TB46190,C3831,669,5,Toys,2024/12/07
TB46191,C3286,215,3,Toys,2025/01/20
TB46192,C1878,1029,2,Clothing,2024/07/05
TB46193,C3392,1947,3,Toys,2024/04/23
TB46194,C6017,1448,5,Books,2025/08/02
TB46195,C8078,1767,5,Toys,2024/11/20
TB46196,C2215,1835,5,Electronics,2024/06/30
TB46197,C6316,334,3,Electronics,2024/01/13
TB46198,C1993,1470,1,Electronics,2025/09/14
TB46199,C8580,235,5,Books,2025/01/15
TB46200,C8938,1116,1,Home,2024/05/06
TB46201,C6736,1365,3,Electronics,2025/07/27
TB46202,C8477,1984,3,Electronics,2024/07/23
TB46203,C8164,299,2,Clothing,2025/11/04
TB46204,C5799,86,1,Food,2024/07/03
TB46205,C3029,1875,5,Toys,2024/03/07
TB46206,C4671,584,5,Toys,2025/07/08
TB46207,C3945,711,3,Home,2025/03/26
TB46208,C1513,1997,5,Toys,2024/08/03
TB46209,C7642,1463,3,Toys,2024/01/07
TB46210,C4849,1398,1,Electronics,2025/12/12
TB46211,C5502,1156,4,Home,2024/04/19
TB46212,C3592,269,1,Food,2024/03/29
TB46213,C5955,1258,1,Electronics,2024/05/07
TB46214,C8255,1149,2,Electronics,2025/01/25
TB46215,C9957,114,4,Toys,2024/07/13
TB46216,C3935,1481,4,Toys,2024/01/20
TB46217,C8064,663,3,Food,2025/09/23
TB46218,C6323,1357,5,Toys,2025/07/09
TB46219,C2904,101,4,Toys,2024/10/31
TB46220,C4482,1553,2,Electronics,2025/11/12
TB46221,C4564,1243,2,Electronics,2025/07/23
TB46222,C1939,219,2,Clothing,2024/11/02
TB46223,C9566,716,5,Electronics,2025/11/19
TB46224,C6845,1169,5,Toys,2024/06/08
TB46225,C8623,1885,1,Books,2024/03/26
TB46226,C4370,1248,5,Electronics,2025/12/24
TB46227,C4936,1029,4,Books,2024/07/01
TB46228,C9989,739,1,Food,2025/12/26
TB46229,C4371,794,4,Food,2024/07/14
TB46230,C4035,407,1,Home,2024/10/08
TB46231,C9899,1944,4,Home,2024/05/09
TB46232,C2378,1302,3,Home,2024/09/02
TB46233,C4632,1622,3,Toys,2024/03/20
TB46234,C3535,807,5,Books,2024/12/29
TB46235,C2537,1880,4,Electronics,2024/08/15
TB46236,C1905,1390,2,Home,2025/08/25
TB46237,C6152,56,1,Home,2025/11/29
TB46238,C8450,1823,4,Clothing,2025/04/27
TB46239,C3517,392,2,Clothing,2025/06/08
TB46240,C6844,832,2,Electronics,2025/06/05
TB46241,C5002,111,4,Electronics,2025/05/14
TB46242,C8745,1703,3,Toys,2025/04/25
TB46243,C5083,1010,3,Electronics,2024/11/23
TB46244,C6334,662,2,Home,2024/02/16
TB46245,C1848,1398,4,Toys,2024/05/06
TB46246,C5966,560,4,Books,2025/09/04
TB46247,C3263,534,3,Clothing,2025/06/06
TB46248,C1696,442,3,Food,2024/12/04
TB46249,C2206,841,2,Electronics,2024/08/11
TB46250,C1969,466,2,Books,2025/05/24
TB46251,C6256,1307,5,Home,2024/06/05
TB46252,C1183,1081,1,Books,2025/01/14
TB46253,C8894,1237,2,Toys,2025/09/18
TB46254,C9827,1406,4,Books,2024/07/27
TB46255,C1287,416,4,Food,2025/04/29
TB46256,C4807,1011,5,Electronics,2024/04/26
TB46257,C7139,1709,3,Toys,2024/06/17
TB46258,C4540,851,1,Electronics,2024/05/15
TB46259,C7481,964,1,Food,2024/09/10
TB46260,C8549,1597,5,Books,2024/03/04
TB46261,C3658,385,5,Clothing,2025/03/01
TB46262,C6588,941,2,Books,2024/06/18
TB46263,C9043,1400,2,Electronics,2025/05/13
TB46264,C7819,373,4,Toys,2024/02/23
TB46265,C1041,664,1,Toys,2025/08/26
TB46266,C5550,1366,3,Books,2024/03/16
TB46267,C7033,1665,1,Clothing,2025/05/04
TB46268,C3522,1121,1,Toys,2024/04/11
TB46269,C5061,1275,4,Clothing,2024/09/14
TB46270,C6836,62,2,Toys,2024/02/28
TB46271,C7683,1015,1,Home,2024/09/10
TB46272,C4292,259,2,Food,2024/07/08
TB46273,C7971,1268,4,Food,2024/10/29
TB46274,C6609,1952,2,Books,2025/06/07
TB46275,C6887,828,2,Electronics,2025/07/06
TB46276,C4894,515,1,Toys,2024/01/11
TB46277,C9496,169,1,Home,2025/06/15
TB46278,C6375,1605,4,Food,2025/05/05
TB46279,C9681,1661,4,Toys,2025/04/05
TB46280,C7983,478,4,Clothing,2025/03/12
TB46281,C5300,1669,2,Books,2024/10/26
TB46282,C3310,573,2,Clothing,2024/03/23
TB46283,C1023,1666,2,Electronics,2025/08/14
TB46284,C6716,1038,5,Books,2024/03/28
TB46285,C6547,663,5,Clothing,2025/03/05
TB46286,C2571,482,3,Toys,2024/01/10
TB46287,C4877,1675,3,Books,2024/09/22
TB46288,C4180,1318,1,Home,2025/09/28
TB46289,C3079,577,5,Electronics,2024/11/16
TB46290,C5912,190,3,Books,2024/05/03
TB46291,C6079,516,4,Food,2025/03/28
TB46292,C1436,184,5,Food,2024/07/16
TB46293,C8476,1978,2,Electronics,2024/04/11
TB46294,C8967,556,4,Food,2025/06/23
TB46295,C5911,1780,4,Electronics,2024/08/05
TB46296,C2083,1762,1,Food,2024/12/11
TB46297,C5780,775,3,Clothing,2024/04/20
TB46298,C8154,1066,1,Toys,2024/04/27
TB46299,C2397,1030,2,Toys,2024/05/02
TB46300,C5427,709,2,Books,2024/03/30
TB46301,C7880,1291,1,Clothing,2025/02/28
TB46302,C6424,1747,3,Electronics,2025/03/19
TB46303,C9054,575,5,Electronics,2024/12/10
TB46304,C3863,486,5,Books,2024/09/02
TB46305,C7009,782,2,Clothing,2025/03/12
TB46306,C5950,123,4,Clothing,2024/09/27
TB46307,C9133,502,4,Home,2025/05/05
TB46308,C1339,375,2,Toys,2024/08/27
TB46309,C2244,1486,4,Electronics,2024/05/21
TB46310,C9939,1969,4,Electronics,2025/12/02
TB46311,C8217,1901,4,Food,2024/02/05
TB46312,C8724,1880,4,Clothing,2025/08/28
TB46313,C3140,1305,2,Clothing,2025/05/29
TB46314,C5792,1445,4,Books,2024/08/06
TB46315,C9791,1055,2,Home,2025/09/10
TB46316,C3792,413,1,Books,2025/05/08
TB46317,C8832,938,2,Food,2025/06/17
TB46318,C6953,699,5,Toys,2025/08/12
TB46319,C8326,708,4,Clothing,2024/03/04
TB46320,C2822,163,5,Clothing,2025/08/11
TB46321,C5293,158,3,Food,2025/09/04
TB46322,C3955,1534,4,Books,2024/06/23
TB46323,C6978,1392,5,Books,2024/07/14
TB46324,C3921,668,3,Food,2024/07/23
TB46325,C2886,1901,2,Home,2025/08/08
TB46326,C5000,1583,1,Books,2024/05/26
TB46327,C7005,1315,5,Clothing,2024/02/24
TB46328,C4710,113,5,Books,2024/03/12
TB46329,C9751,1719,5,Clothing,2024/05/18
TB46330,C3253,1086,1,Electronics,2024/06/19
TB46331,C9373,280,3,Toys,2024/10/05
TB46332,C3177,1573,1,Home,2025/05/21
TB46333,C1837,1168,4,Toys,2025/10/14
TB46334,C4405,1087,2,Electronics,2025/12/28
TB46335,C1317,605,5,Electronics,2024/01/14
TB46336,C9545,1122,2,Toys,2025/01/11
TB46337,C5723,173,4,Books,2024/10/31
TB46338,C6152,1039,5,Toys,2025/10/03
TB46339,C3218,402,4,Electronics,2025/03/15
TB46340,C8137,1127,2,Toys,2025/01/19
TB46341,C8800,1119,5,Home,2025/12/02
TB46342,C1557,1111,4,Home,2024/12/22
TB46343,C6905,195,1,Clothing,2024/01/21
TB46344,C6882,1442,4,Clothing,2024/04/07
TB46345,C6789,1497,5,Clothing,2024/12/17
TB46346,C3099,1904,1,Clothing,2024/10/22
TB46347,C8128,1432,1,Home,2025/03/30
TB46348,C3879,1643,2,Food,2024/06/03
TB46349,C3349,1681,2,Clothing,2024/03/03
TB46350,C5089,590,1,Books,2025/07/21
TB46351,C2765,1165,1,Books,2025/06/08
TB46352,C8564,142,3,Toys,2024/10/11
TB46353,C1901,668,2,Books,2025/04/21
TB46354,C8401,1173,3,Food,2024/05/17
TB46355,C6685,1392,1,Home,2025/07/30
TB46356,C4510,135,2,Toys,2025/11/13
TB46357,C3046,438,4,Clothing,2024/10/26
TB46358,C5650,1868,2,Home,2025/03/15
TB46359,C9107,149,5,Food,2024/04/13
TB46360,C4356,1200,4,Clothing,2024/08/02
TB46361,C2282,988,3,Electronics,2025/07/17
TB46362,C7186,356,1,Electronics,2024/01/11
TB46363,C9360,1771,3,Food,2025/02/11
TB46364,C2525,1101,2,Electronics,2025/07/08
TB46365,C8768,883,5,Books,2025/08/06
TB46366,C8027,879,2,Electronics,2025/05/05
TB46367,C7099,1309,5,Home,2024/08/23
TB46368,C8837,268,5,Toys,2025/09/02
TB46369,C2811,1449,4,Clothing,2024/09/01
TB46370,C8879,1247,2,Food,2024/09/10
TB46371,C7558,636,4,Home,2024/12/04
TB46372,C1590,280,4,Home,2024/04/25
TB46373,C9418,430,3,Electronics,2024/09/25
TB46374,C3003,1766,3,Clothing,2024/01/22
TB46375,C8514,1395,4,Home,2024/08/11
TB46376,C2022,1827,1,Clothing,2025/08/06
TB46377,C3916,1041,2,Clothing,2024/01/04
TB46378,C6238,224,5,Home,2024/02/09
TB46379,C8406,1685,5,Clothing,2024/01/25
TB46380,C2220,1126,4,Home,2025/11/11
TB46381,C1929,446,4,Home,2025/01/11
TB46382,C2493,1004,4,Books,2025/09/06
TB46383,C5841,1734,5,Food,2024/02/17
TB46384,C1193,1976,4,Electronics,2025/04/11
TB46385,C6012,1746,3,Toys,2024/01/19
TB46386,C1030,1673,4,Clothing,2025/03/21
TB46387,C7040,1329,5,Home,2024/06/15
TB46388,C4599,1445,3,Clothing,2024/06/15
TB46389,C8501,1867,1,Books,2024/06/10
TB46390,C9788,518,1,Electronics,2025/10/28
TB46391,C8400,1556,1,Toys,2025/08/17
TB46392,C9897,692,5,Clothing,2025/05/12
TB46393,C4060,418,4,Food,2025/04/10
TB46394,C4339,1735,1,Toys,2025/06/16
TB46395,C4071,834,5,Toys,2024/12/01
TB46396,C9599,1663,4,Electronics,2025/09/20
TB46397,C5545,1239,4,Books,2024/11/21
TB46398,C1827,1101,2,Clothing,2025/01/26
TB46399,C8828,99,3,Clothing,2025/02/28
TB46400,C1490,683,1,Electronics,2025/08/30
TB46401,C5562,778,4,Clothing,2024/04/18
TB46402,C1334,494,2,Clothing,2025/01/13
TB46403,C3695,1068,4,Home,2024/05/03
TB46404,C9995,1603,1,Food,2024/06/19
TB46405,C2196,725,4,Clothing,2024/05/19
TB46406,C1857,732,2,Home,2025/09/13
TB46407,C5291,1581,2,Toys,2025/12/22
TB46408,C4036,115,1,Home,2024/03/19
TB46409,C4927,511,2,Clothing,2025/11/21
TB46410,C8108,988,1,Electronics,2024/03/02
TB46411,C8566,1509,4,Electronics,2024/02/08
TB46412,C4448,1108,3,Food,2024/10/16
TB46413,C7000,817,3,Toys,2024/01/06
TB46414,C2922,1887,3,Clothing,2025/11/30
TB46415,C8631,491,5,Books,2025/11/13
TB46416,C6478,379,3,Food,2024/04/13
TB46417,C3106,1721,2,Home,2024/05/07
TB46418,C2928,1112,5,Toys,2025/10/08
TB46419,C3525,1140,3,Clothing,2025/03/06
TB46420,C5142,1242,4,Clothing,2025/07/13
TB46421,C1187,303,4,Clothing,2025/04/28
TB46422,C7365,607,4,Home,2024/06/14
TB46423,C6060,1243,1,Clothing,2024/03/02
TB46424,C2733,1950,5,Clothing,2024/11/09
TB46425,C1577,1451,4,Toys,2025/06/12
TB46426,C7480,680,3,Home,2024/07/29
TB46427,C7625,1889,2,Home,2024/05/17
TB46428,C1621,542,2,Clothing,2025/10/03
TB46429,C1723,1907,3,Food,2025/02/24
TB46430,C8488,852,1,Clothing,2025/09/03
TB46431,C8677,1193,1,Clothing,2025/07/05
TB46432,C8790,270,3,Toys,2024/05/06
TB46433,C5690,132,4,Electronics,2024/04/16
TB46434,C1146,714,5,Toys,2025/02/14
TB46435,C3412,1738,2,Home,2025/01/26
TB46436,C7554,366,2,Toys,2025/04/20
TB46437,C6203,798,4,Books,2025/08/11
TB46438,C3675,1203,2,Home,2024/11/29
TB46439,C5089,1792,3,Toys,2025/12/13
TB46440,C5176,1918,5,Home,2024/08/06
TB46441,C4608,1353,5,Electronics,2025/09/23
TB46442,C4810,900,3,Clothing,2024/10/16
TB46443,C7662,1088,3,Toys,2024/06/21
TB46444,C3120,512,4,Electronics,2024/05/09
TB46445,C1456,1438,2,Home,2024/06/24
TB46446,C7358,1953,1,Home,2024/02/02
TB46447,C7673,1556,3,Books,2024/03/04
TB46448,C3491,458,3,Books,2025/06/25
TB46449,C9526,289,1,Food,2025/02/10
TB46450,C4776,118,2,Toys,2024/05/02
TB46451,C3795,893,1,Electronics,2025/04/23
TB46452,C7653,97,5,Electronics,2024/08/14
TB46453,C2457,1074,5,Food,2024/02/01
TB46454,C9983,1915,3,Clothing,2024/08/27
TB46455,C9337,326,3,Clothing,2024/05/07
TB46456,C6488,1107,4,Home,2025/11/02
TB46457,C5328,1371,3,Electronics,2024/10/27
TB46458,C1332,139,3,Toys,2025/06/25
TB46459,C2570,763,2,Clothing,2024/12/30
TB46460,C6497,662,2,Books,2025/04/30
TB46461,C8441,590,2,Home,2025/02/17
TB46462,C6138,1915,3,Toys,2024/06/01
TB46463,C8300,960,3,Electronics,2024/06/03
TB46464,C5676,1960,2,Home,2025/12/05
TB46465,C8153,590,5,Books,2024/09/26
TB46466,C3997,1367,4,Toys,2025/08/17
TB46467,C9637,109,4,Clothing,2024/03/05
TB46468,C2221,486,1,Home,2025/01/14
TB46469,C4237,741,3,Books,2024/11/14
TB46470,C4789,807,1,Books,2025/05/24
TB46471,C7685,714,5,Toys,2025/11/23
TB46472,C4247,804,4,Electronics,2025/12/25
TB46473,C4632,368,4,Food,2024/07/19
TB46474,C9939,1466,4,Toys,2024/08/26
TB46475,C4107,1867,2,Electronics,2024/05/17
TB46476,C3986,711,1,Food,2024/03/25
TB46477,C6491,104,1,Clothing,2024/09/21
TB46478,C1074,1387,4,Food,2025/08/29
TB46479,C5475,1415,5,Clothing,2024/06/30
TB46480,C4849,1158,5,Food,2024/05/31
TB46481,C9073,301,5,Toys,2025/05/06
TB46482,C3621,250,2,Food,2025/04/27
TB46483,C4521,1515,3,Food,2024/12/08
TB46484,C8462,1816,3,Toys,2024/11/29
TB46485,C3252,408,5,Home,2025/01/08
TB46486,C5656,336,4,Clothing,2024/05/07
TB46487,C4367,381,2,Food,2025/12/31
TB46488,C6169,1812,3,Books,2025/03/16
TB46489,C1117,1320,1,Food,2024/05/31
TB46490,C6228,352,2,Books,2025/05/12
TB46491,C9795,963,2,Clothing,2025/11/21
TB46492,C2618,383,3,Food,2024/06/20
TB46493,C7564,1667,5,Electronics,2025/11/03
TB46494,C2709,641,1,Books,2024/12/04
TB46495,C1008,835,4,Food,2024/10/09
TB46496,C7897,1005,4,Electronics,2024/02/17
TB46497,C4802,1565,1,Electronics,2024/01/10
TB46498,C3652,709,3,Home,2025/01/12
TB46499,C9631,201,4,Books,2025/07/30
TB46500,C6807,941,2,Books,2025/04/16
TB46501,C9895,53,2,Food,2024/10/25
TB46502,C6284,1447,4,Home,2024/07/14
TB46503,C7163,455,1,Toys,2025/12/08
TB46504,C3160,857,3,Books,2024/11/09
TB46505,C8008,886,2,Toys,2025/07/26
TB46506,C6974,877,2,Food,2024/08/23
TB46507,C5764,355,1,Toys,2024/03/20
TB46508,C8264,809,5,Electronics,2024/04/02
TB46509,C7908,1198,5,Clothing,2025/06/10
TB46510,C9361,1991,2,Food,2024/12/24
TB46511,C8636,1194,3,Books,2025/11/29
TB46512,C1632,1127,3,Home,2025/09/01
TB46513,C2154,589,3,Toys,2024/01/22
TB46514,C9842,1655,3,Toys,2025/07/10
TB46515,C6212,1585,2,Books,2025/04/17
TB46516,C4274,1527,2,Electronics,2025/07/29
TB46517,C4721,530,1,Books,2025/02/12
TB46518,C8605,133,1,Food,2024/08/04
TB46519,C8606,1227,1,Books,2025/03/18
TB46520,C4046,375,2,Food,2024/03/08
TB46521,C5733,1033,3,Toys,2025/05/23
TB46522,C7053,437,4,Clothing,2024/06/13
TB46523,C4435,1198,1,Clothing,2025/07/04
TB46524,C2969,1944,5,Toys,2025/02/26
TB46525,C2952,1927,4,Toys,2025/01/02
TB46526,C4515,1968,4,Books,2024/11/21
TB46527,C4992,741,2,Books,2024/05/09
TB46528,C2680,269,2,Clothing,2024/06/26
TB46529,C9209,1405,1,Electronics,2025/12/31
TB46530,C6561,61,2,Electronics,2024/04/07
TB46531,C3262,1757,3,Toys,2024/01/19
TB46532,C5081,1543,5,Electronics,2024/12/28
TB46533,C7466,690,3,Toys,2024/06/19
TB46534,C7939,1696,1,Electronics,2024/04/19
TB46535,C4979,244,5,Toys,2024/05/05
TB46536,C2629,1709,4,Toys,2025/03/29
TB46537,C7970,1910,5,Toys,2025/01/03
TB46538,C5508,167,4,Electronics,2024/08/22
TB46539,C3068,1966,3,Books,2024/11/13
TB46540,C7267,512,3,Home,2024/02/02
TB46541,C4381,175,5,Home,2024/09/01
TB46542,C6746,1749,1,Electronics,2024/09/22
TB46543,C3983,1092,1,Electronics,2025/12/26
TB46544,C3208,1888,2,Food,2024/04/15
TB46545,C4322,133,4,Clothing,2024/05/22
TB46546,C7537,669,4,Electronics,2025/05/19
TB46547,C8562,1886,2,Clothing,2024/02/10
TB46548,C4588,1017,5,Clothing,2024/01/17
TB46549,C3196,737,5,Electronics,2024/03/21
TB46550,C8592,836,2,Clothing,2025/06/02
TB46551,C2300,998,2,Food,2024/05/25
TB46552,C9304,1358,3,Books,2025/11/22
TB46553,C3764,408,5,Food,2024/04/03
TB46554,C7077,1291,1,Books,2024/04/03
TB46555,C3656,1484,2,Home,2024/02/29
TB46556,C2858,1911,5,Books,2025/07/20
TB46557,C5472,1511,5,Books,2025/09/29
TB46558,C2281,1344,5,Clothing,2024/02/16
TB46559,C5251,1528,5,Toys,2024/11/05
TB46560,C2466,1336,2,Books,2025/08/13
TB46561,C1503,1650,4,Clothing,2025/06/09
TB46562,C6498,524,5,Electronics,2025/04/12
TB46563,C1979,1270,2,Home,2024/11/07
TB46564,C1765,967,1,Electronics,2024/10/24
TB46565,C4342,1714,3,Home,2024/08/28
TB46566,C2707,935,1,Clothing,2025/01/19
TB46567,C3643,1048,3,Toys,2024/07/06
TB46568,C3459,211,1,Toys,2025/05/08
TB46569,C7695,703,2,Food,2024/10/18
TB46570,C6482,953,5,Electronics,2024/06/06
TB46571,C3911,1073,4,Electronics,2024/03/10
TB46572,C1825,1804,1,Electronics,2025/02/18
TB46573,C3950,176,4,Electronics,2025/09/20
TB46574,C6289,1324,3,Home,2025/05/17
TB46575,C7282,1441,3,Books,2025/07/17
TB46576,C8911,1570,5,Food,2024/08/05
TB46577,C8668,846,3,Books,2025/10/22
TB46578,C3161,1901,1,Food,2024/11/14
TB46579,C7073,111,3,Electronics,2025/03/27
TB46580,C1291,1869,3,Clothing,2024/12/05
TB46581,C3330,353,3,Clothing,2025/11/08
TB46582,C5922,127,3,Electronics,2025/05/30
TB46583,C7337,1114,4,Electronics,2025/05/27
TB46584,C3586,754,3,Clothing,2025/09/24
TB46585,C9037,1149,5,Electronics,2024/04/09
TB46586,C1113,1766,1,Electronics,2025/12/08
TB46587,C1962,773,3,Toys,2025/10/02
TB46588,C5917,1459,2,Home,2025/11/14
TB46589,C3748,1150,2,Food,2024/04/22
TB46590,C6362,165,2,Toys,2025/04/19
TB46591,C8237,639,4,Electronics,2024/05/01
TB46592,C6126,234,2,Food,2024/09/20
TB46593,C4482,458,4,Home,2024/08/31
TB46594,C4663,633,2,Home,2025/06/24
TB46595,C4205,1880,5,Home,2024/03/22
TB46596,C8743,429,5,Books,2024/10/06
TB46597,C4588,575,5,Home,2024/12/26
TB46598,C6817,1224,4,Clothing,2024/05/09
TB46599,C3600,572,2,Electronics,2024/01/12
TB46600,C9208,708,4,Clothing,2024/08/08
TB46601,C5932,471,1,Toys,2025/06/19
TB46602,C1329,901,3,Toys,2025/02/23
TB46603,C6085,1909,5,Home,2025/04/10
TB46604,C9129,1691,2,Home,2025/11/26
TB46605,C7093,1842,4,Clothing,2024/11/28
TB46606,C2197,1865,5,Home,2025/04/14
TB46607,C4746,1768,5,Food,2024/06/21
TB46608,C8431,526,3,Books,2024/08/11
TB46609,C6922,592,5,Electronics,2024/12/25
TB46610,C4458,1738,4,Home,2024/05/07
TB46611,C3489,214,5,Electronics,2024/06/09
TB46612,C2168,1083,1,Food,2025/03/26
TB46613,C2556,254,1,Electronics,2025/03/09
TB46614,C2975,1313,5,Food,2024/04/02
TB46615,C6364,919,5,Books,2024/11/15
TB46616,C4816,1419,4,Clothing,2025/06/22
TB46617,C7964,290,1,Electronics,2024/10/04
TB46618,C8832,331,4,Toys,2025/04/06
TB46619,C5898,1956,5,Food,2024/08/17
TB46620,C9309,673,5,Books,2025/03/10
TB46621,C1534,1380,4,Home,2024/11/20
TB46622,C6422,974,5,Electronics,2025/07/04
TB46623,C2619,1729,5,Food,2024/04/09
TB46624,C4297,1414,4,Clothing,2025/05/02
TB46625,C3624,1581,4,Clothing,2025/12/21
TB46626,C6350,134,1,Toys,2024/06/10
TB46627,C4383,748,5,Food,2024/10/19
TB46628,C5450,310,5,Home,2025/01/09
TB46629,C9357,522,2,Books,2025/05/05
TB46630,C4962,393,3,Electronics,2024/05/03
TB46631,C6254,1335,5,Toys,2025/04/01
TB46632,C8827,1855,3,Electronics,2025/02/10
TB46633,C6941,1090,2,Toys,2024/09/19
TB46634,C9243,101,1,Toys,2024/01/25
TB46635,C8358,1157,4,Food,2025/04/01
TB46636,C4959,1376,3,Books,2024/05/27
TB46637,C4518,161,1,Books,2024/05/17
TB46638,C1208,485,5,Books,2025/08/19
TB46639,C7127,119,3,Books,2025/05/22
TB46640,C4279,343,4,Toys,2024/04/06
TB46641,C7933,1849,3,Food,2024/03/30
TB46642,C7843,1505,1,Food,2025/08/22
TB46643,C2572,450,2,Food,2024/05/07
TB46644,C2745,583,2,Toys,2025/01/06
TB46645,C9836,1258,5,Electronics,2024/10/24
TB46646,C3544,1223,3,Clothing,2024/04/15
TB46647,C8304,315,4,Home,2025/08/06
TB46648,C2744,1100,2,Electronics,2024/07/03
TB46649,C4260,409,2,Electronics,2024/05/04
TB46650,C6761,1009,1,Food,2025/06/01
TB46651,C7151,1957,1,Electronics,2025/04/21
TB46652,C8031,1990,4,Food,2024/11/09
TB46653,C3741,1575,2,Home,2025/09/02
TB46654,C6462,1913,3,Clothing,2024/11/23
TB46655,C7471,696,5,Electronics,2025/09/13
TB46656,C1931,1227,4,Home,2024/02/06
TB46657,C4549,117,1,Food,2025/12/27
TB46658,C4290,745,4,Electronics,2024/06/23
TB46659,C9020,1608,2,Clothing,2024/06/25
TB46660,C7799,836,1,Toys,2024/01/09
TB46661,C2312,821,3,Clothing,2025/06/23
TB46662,C4376,1767,1,Books,2025/09/19
TB46663,C9520,1968,4,Toys,2025/09/16
TB46664,C7312,1418,5,Toys,2025/05/16
TB46665,C2904,1603,4,Electronics,2025/06/01
TB46666,C1666,1988,3,Clothing,2024/07/31
TB46667,C9890,1445,4,Food,2024/10/02
TB46668,C3948,1633,2,Clothing,2024/10/18
TB46669,C1323,1623,4,Home,2024/01/06
TB46670,C3811,222,2,Home,2025/06/18
TB46671,C1747,752,3,Electronics,2025/08/22
TB46672,C1221,1695,1,Toys,2024/03/05
TB46673,C7175,813,2,Clothing,2025/08/03
TB46674,C3888,1524,2,Toys,2025/12/02
TB46675,C8625,912,1,Clothing,2024/01/30
TB46676,C8844,239,4,Electronics,2024/05/17
TB46677,C4315,429,1,Toys,2024/04/09
TB46678,C2616,732,4,Clothing,2025/04/03
TB46679,C2014,340,3,Books,2025/03/17
TB46680,C7293,1322,5,Books,2025/09/03
TB46681,C2193,1104,1,Food,2025/07/20
TB46682,C7418,1132,5,Books,2025/09/07
TB46683,C6190,160,1,Food,2024/03/07
TB46684,C2369,1810,1,Home,2024/12/19
TB46685,C8283,917,2,Toys,2025/02/14
TB46686,C2709,1293,1,Books,2025/07/31
